,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YNL200C,112.806935,128.8438789,102.1327921,111.4990464,57.0542832,64.79878805,77.44139552,78.65783654,92.04032242,95.24493767,91.14142139,111.0678275,119.1377426,117.2320861,118.893488,138.8043425,91.08272115,108.2082884,128.5945537,128.4808006,119.2235178,119.4148694,137.6554439,122.9260846
YNL199C,183.7556229,139.5740571,162.0547119,157.2234918,181.3914319,152.7869005,152.5491987,162.2329406,155.4940945,143.5385684,147.4818803,162.3029008,348.6643784,314.895192,316.9817521,340.5515189,347.4526141,329.1250671,306.7874334,275.3850283,319.6534803,308.3091314,299.8493696,308.2811001
YNL197C,265.6605517,243.669076,264.7926739,265.2229961,269.0743268,278.4113037,266.8146328,238.3528744,260.287443,281.9094074,281.5353137,283.5236578,389.482155,382.8687936,389.1492169,378.6487022,386.5178591,371.2249705,354.9815868,354.3223889,350.8648564,365.2188989,311.6051676,305.6364784
YNL185C,82.62157119,106.5201511,117.994857,106.0303335,107.3248697,93.17881186,101.8215271,97.86068853,89.29104033,103.7913058,87.52718889,89.91844716,127.6300351,127.1502041,128.0034391,116.338039,121.7197542,125.8077332,111.8239488,121.8749573,118.2296986,153.9175299,148.5381703,161.8665957
YNL183C,310.6502855,315.8850156,363.1462694,329.9370712,312.4176849,353.4107401,334.0352844,333.298841,353.3567334,311.8682424,328.818235,331.9113257,353.4259446,359.1281849,326.9397937,312.3143579,357.0885126,308.3893831,365.6526705,303.3343283,351.974671,335.4095491,272.3167401,290.1833565
YNL182C,100.4842165,121.4919244,109.8393536,128.386089,105.9409798,93.12266059,97.93921714,78.53583723,89.88283278,105.2420515,90.07802126,84.1965311,72.50291367,95.00130559,89.63413166,104.766134,92.91078119,86.31787681,82.56392431,101.9827671,82.73029449,86.40362638,87.34325606,97.49590674
YNL180C,667.8450902,635.8406948,676.973641,606.2049563,359.4358919,431.9400533,456.4730256,432.0255827,503.9014777,547.1973431,585.357919,543.3722843,436.6846518,442.1627418,448.9236041,490.8017227,324.5338316,356.5026554,358.1395213,336.3384565,370.0230297,392.6104193,419.2626014,349.7849564
YNL177C,104.9557095,93.30317687,109.7796285,106.5955607,108.7633954,118.3866887,114.6755208,91.96403743,103.191516,113.4413213,102.3312891,94.32528089,150.9805584,118.688152,136.3494749,143.9136082,138.4484579,119.7796087,128.3962605,142.3099821,150.7825585,146.7450265,141.6579963,156.0576479
YNL176C,89.75654054,74.94954768,88.92959506,101.8935678,106.2236975,90.10629142,104.1734134,84.42674937,84.41200095,76.35409891,75.66149161,68.69525542,116.283652,103.7326611,130.5474009,111.532783,121.753042,125.3981071,100.4612201,93.61252059,101.8375607,110.9352406,105.8815002,117.4383007
YNL175C,84.24626808,72.89437001,108.4634342,115.0928091,107.3825274,97.07466935,98.81595545,100.0593149,98.61964944,86.48756544,77.87737831,89.81234007,100.9280115,107.7897602,98.09568396,110.4338021,88.38322441,110.8011294,103.0851357,130.12262,105.8023989,120.2691227,101.200593,129.369093
YNL173C,493.5233177,549.0648163,589.3861193,567.052964,436.566893,448.0070764,423.6093716,421.0353814,479.6399736,499.7781222,473.7927029,452.4056135,688.3271927,643.7552448,647.5426913,639.7179824,536.0282554,568.7682217,617.0660125,575.8575737,639.058178,587.408399,692.1437034,730.9799308
YNL169C,360.682969,361.4977936,350.0796056,379.9989606,372.6177862,334.8221391,411.2642763,416.0272718,471.0124656,477.6809122,391.9525014,398.5127413,397.5356833,407.993154,415.8912878,388.4914614,469.8062722,433.5131443,460.5768178,466.0170109,394.955406,423.3442634,469.9555051,371.2997786
YNL168C,83.79217953,92.33414825,83.45557665,87.14859944,115.302492,102.7580862,121.8761408,133.9129947,113.2341306,126.6035742,101.9395175,98.14326148,153.2619025,160.5665442,151.811376,179.7532073,160.1785504,163.3751087,156.9117021,150.0304329,175.2102818,180.2948908,160.4576552,172.7872109
YNL167C,76.35484228,51.6705944,74.43194391,91.82294942,88.72905245,96.12383533,80.24658496,98.63909478,82.66527027,68.62262799,74.40067539,101.5573534,78.63319386,92.81370143,88.75905153,114.8100023,79.588606,73.00091285,99.44978855,81.06827179,106.1017695,78.37605253,76.00554147,84.56070761
YNL166C,136.0553515,135.7696045,117.4793759,134.2426683,154.5192558,141.2889679,154.9626795,161.1657484,146.3588426,147.9850399,138.421481,146.4184733,138.8973319,127.5473874,161.5849687,129.180185,118.2982835,138.0776864,137.6274304,124.6238354,128.6826958,135.2912702,135.1139948,122.1596518
YNL164C,119.1183249,127.8193554,123.6141969,120.1034712,137.3686622,112.9868977,109.2224546,119.1637503,130.9346115,140.5164454,113.8314833,111.2077235,206.8015774,200.445393,170.1253364,175.9777137,226.667329,183.4564449,170.5485695,187.6176178,199.827,187.6294178,174.6155197,186.4373363
YNL163C,77.27498627,58.65967795,79.95528328,82.07153977,75.66979781,87.78839614,53.25290774,73.85460893,52.07310598,64.72080647,53.73798965,57.68651029,53.37522513,53.90194151,58.2094861,45.03572281,46.86901929,49.59087475,47.12517621,43.11628019,52.3775812,50.46162511,50.27883737,47.92790196
YNL159C,363.0248806,394.4261894,401.770309,410.9072775,384.0579914,405.6751918,413.8357009,398.9734042,368.9314083,398.2375692,387.2296081,396.7415797,292.0658757,295.3402109,318.3024253,281.5150172,320.7424792,316.870104,360.4826088,383.9612031,265.7527134,302.3846795,284.5982962,304.690999
YNL156C,378.2444856,392.9945801,369.6578219,389.2785701,355.3559543,365.3263594,305.9872409,343.5715034,316.245463,301.0549272,338.3851049,321.6047679,234.9011037,259.9086637,247.0076801,241.1836334,285.7275358,284.7820436,278.7967794,248.4614703,202.9660306,231.0298471,239.68774,243.4450492
YNL154C,209.0361954,230.9427664,215.6592787,243.0280584,245.2749754,226.118572,216.4589376,198.0396724,183.1088964,200.1098119,200.8521383,177.4940361,190.0340467,198.5125779,166.1765261,214.7575332,174.0638021,169.2644961,156.3004433,161.5267435,171.5207614,194.8255973,166.2237911,180.6937469
YNL153C,359.6845932,346.968128,385.8638306,425.788168,388.6866058,358.0383363,322.9734106,332.8436803,304.22157,338.9896366,305.3384376,357.738171,246.0631707,256.0427213,246.4101232,230.19302,280.4396798,284.00842,289.4765808,258.1295569,262.7769572,245.5204666,214.1189918,244.5246772
YNL151C,117.8750425,136.8079584,158.0289807,150.9789863,146.231887,154.0570952,125.5175943,136.0896347,120.7287128,129.4336253,119.2077785,127.710367,127.9624083,126.7525137,102.9926876,116.1682927,143.2481046,120.5343055,102.5176487,105.3349077,111.7809254,112.2247469,124.251546,109.958097
YNL149C,1966.726831,1921.568991,1991.42816,1953.877355,1908.099272,1920.950894,1723.851888,1875.581255,1697.643977,1741.422972,1793.542298,1839.556373,2016.667815,1950.956422,1790.105221,1953.552148,2127.500978,2218.333322,1903.490573,1956.616931,1876.920246,1903.43195,2021.949498,1940.254485
YNL148C,201.7425752,255.6044682,352.5140709,361.6718222,259.8329881,262.3180085,246.2475824,215.3601657,231.2052846,239.4758549,242.9836168,264.3254754,194.6145564,200.7357494,190.4019057,182.9324272,216.6343228,208.0895609,203.6366055,169.4556236,193.4407101,191.5465192,209.9513177,198.4001334
YNL144C,1061.959673,1124.415449,1172.532834,1062.82693,1030.590029,1070.166481,986.9258158,1047.224885,1029.037,1024.87227,1017.929735,978.6908613,974.022368,945.7042207,1027.226673,1021.882086,1007.221523,972.0730159,1040.82155,1054.321651,1005.318478,959.6504264,1073.966006,996.3765807
YNL140C,22.56127726,22.45664058,17.93980572,15.79510553,15.33102199,15.00457812,15.63339383,16.94842812,30.82477842,21.00334542,27.47660736,26.82930213,23.86874506,27.62870631,37.5845492,13.2593155,36.48490566,30.2251608,18.76924149,18.74147102,31.87767887,21.86349391,24.74968551,32.80237489
YNL137C,195.7070609,184.1142229,197.3195471,214.7218248,213.9812466,216.1825995,180.7950477,174.099482,145.5054358,181.3895085,179.7864842,196.8609631,163.586921,155.5188831,156.5940278,178.4969946,176.1265469,174.1979194,164.5137182,133.5096141,151.4546661,187.4219739,169.7821467,154.0820239
YNL135C,258.2889284,251.5389775,309.0563403,284.3542081,236.3686232,228.1865674,248.4925621,236.870285,237.8436055,236.251927,249.6003546,217.4116607,239.4427095,232.8089522,223.937977,233.5739988,233.4185502,212.8920731,247.7078421,226.7000896,215.564824,185.0867873,201.91796,227.4126858
YNL134C,582.9273474,584.2822126,662.1827271,630.970859,538.4599601,598.9545784,649.7329431,647.4100846,724.0436176,703.3835253,678.0770972,676.3230095,955.8668154,931.3729544,910.484642,944.6894654,847.4265743,853.8941191,880.8404809,842.8333652,854.3748928,844.8414655,843.4450384,849.0336697
YNL133C,480.5328955,501.7452726,560.3235844,546.9224662,575.2150714,555.4884241,502.6548096,497.5967644,554.3082668,521.9010594,524.6904175,504.502199,286.4880425,331.446666,353.5932635,351.1383213,347.9682895,349.7739414,350.396451,338.8607828,313.915556,288.6858472,344.1044314,360.4626128
YNL130C,87.11742855,72.30484898,85.58502129,90.80849374,80.24982463,83.74534948,98.36539965,89.41347698,97.08287718,94.63849104,87.05620892,89.85636157,128.7632898,122.585894,140.2716313,137.4126703,182.2239451,178.168804,168.5126689,162.5617131,113.2580402,112.6899107,106.2704377,103.5755995
YNL130C-A,34.24099776,36.86872327,26.27641032,32.13867566,34.9547213,41.73430772,52.07863313,50.70320088,61.89075263,55.15860554,37.74928688,43.68497291,31.38730773,19.24362128,51.58041888,39.90599871,36.69232248,30.35505501,26.50949494,31.18377067,37.95809228,29.59692835,27.17829828,35.15604477
YNL125C,454.2665961,494.9637726,511.2364351,561.3523091,537.745895,534.5299418,371.2004505,354.3618141,331.4854416,396.9526768,399.4715601,418.7092334,337.8016651,372.71285,364.7095165,370.7370158,392.7238359,390.9661418,337.9646893,344.2662823,307.541322,326.7837625,368.374586,313.8135304
YNL121C,288.5251308,259.8670072,283.8279319,368.4224351,351.4539942,314.4817407,334.0646872,268.4786082,277.4619505,269.0661552,235.3633636,282.8487354,269.3364259,310.470042,272.0598462,236.7908093,259.6742199,262.4970173,242.2846096,230.0294158,257.6042117,224.0987298,201.8722444,214.4297777
YNL118C,1252.90757,1201.804828,1299.689656,1308.094927,1309.903713,1382.85935,1274.231959,1220.901928,1280.427727,1216.47351,1283.793801,1298.713474,1183.490335,1283.673001,1273.2024,1369.870573,1315.768929,1330.428472,1425.969835,1344.662745,1144.893246,1173.386365,1145.395028,1169.346346
YNL115C,368.2365648,312.5264018,343.0291976,372.7801009,276.9862077,267.7174005,295.5944009,300.3120296,333.9387763,313.005633,310.3807383,333.0205768,415.9861541,462.3868761,390.5953619,403.3502599,379.8873722,333.8456836,405.1663082,412.2461727,364.1839834,356.6081146,375.9726757,365.5853327
YNL114C,199.0691345,235.6835923,277.9324057,306.4783155,229.4624524,203.0825134,177.3223318,173.9228002,159.3163193,155.8729334,146.2598051,173.9146028,207.6553121,204.2163422,215.7485666,185.9333117,158.5257891,181.3174818,128.2152915,147.4245318,138.3268118,155.6794852,146.0567873,145.0308499
YNL111C,468.0207464,475.4346216,443.4064174,547.5831112,444.1239302,436.3671869,384.1700681,388.2151526,363.1326671,378.2321514,376.7235665,434.1815533,335.5623101,310.3679047,295.1307443,311.5508864,289.6233679,316.0922418,250.0543331,232.2920336,275.7553693,234.841197,239.5304707,284.7356855
YNL110C,357.027348,377.832215,411.5185011,393.1872152,352.7453882,311.6097908,304.0547582,303.7172486,261.7201456,299.5268854,300.2580881,316.4713363,287.0094928,285.7523409,290.730187,233.940018,293.8479279,311.3505372,258.2771325,228.1331735,259.5206567,263.8361637,237.4859227,255.2357381
YNL108C,197.6615792,235.3205116,240.3016959,240.5334385,241.0305975,216.7204833,193.9149225,208.4749062,178.9546941,168.667503,171.7520131,187.7212135,301.8028534,291.0836892,257.2989721,272.9326538,303.6745396,271.0525403,262.949937,274.0541288,265.8297689,271.35927,273.7111446,279.6950844
YNL106C,161.9875398,143.341572,166.4834282,184.6834454,167.9904645,218.0923587,151.2475938,163.0295024,151.4216306,152.6516979,146.3283947,168.5975202,155.4165765,165.051235,174.1188081,192.1487001,145.1736596,136.727873,150.7506093,140.4349924,160.1496661,160.0261527,152.7596629,157.1501899
YNL104C,1432.735655,1393.771583,1535.598134,1469.242242,1436.677443,1450.068609,1290.563456,1269.601075,1271.401205,1261.252059,1535.338721,1505.911412,1626.599951,1476.989283,1393.780611,1441.226544,1403.036619,1466.825185,1392.932627,1311.287225,1464.538149,1542.788959,1530.090678,1457.894307
YNL099C,192.9719246,182.480843,209.1121495,200.1490884,153.4988599,207.1325174,216.1053584,166.7006573,195.9492893,215.5377815,173.130026,171.1401545,131.9201962,145.6124531,156.0912992,138.300056,135.5641491,121.5726176,159.2909115,146.5171345,179.0981628,139.3733754,165.8498385,145.6624981
YNL098C,1815.736186,1814.838621,1767.484642,1628.624742,1177.955213,1290.142758,1430.367257,1391.807643,1491.527067,1605.398715,1764.958536,1718.71089,1897.298076,1862.973044,1817.334238,1922.111537,1728.430407,1721.306228,1896.393696,1842.470723,1789.81098,1906.710642,2016.923801,2034.976857
YNL097C,299.5505946,323.432889,323.8102391,363.3664303,281.6663701,283.0261784,306.5079319,309.4489344,324.7610317,336.4320608,308.7673334,292.122988,279.4603921,256.8616536,334.9555376,300.3619498,270.9118067,268.9283518,307.7148195,289.3401578,273.8465554,264.2028393,330.7141681,278.0928303
YNL096C,642.3591793,697.3972095,701.4612922,673.7270968,671.4848912,663.665381,588.4765181,646.4502009,641.4693408,579.4580956,666.5593085,648.4607028,671.8920889,634.805349,618.3637034,661.294388,637.8836396,649.3883037,637.7283201,591.5467761,625.6752545,609.4087834,593.2387103,600.9850237
YNL095C,247.5599068,284.9951595,259.6852506,273.6291134,288.8110588,313.5131971,266.5429429,254.1081053,264.5256432,259.7341488,267.3270685,258.5700257,466.6936019,448.9598853,414.5308683,474.6993179,510.6895654,508.2584483,466.3783696,455.7322827,430.3429182,385.2157493,422.3303646,446.6502014
YNL084C,91.76736653,77.71695659,78.14909271,90.54281224,104.8174455,105.6867677,91.44108983,83.90540729,85.39166267,91.55873476,86.35795259,84.04524378,74.17176816,89.37938751,92.44031687,81.22802954,93.9114974,89.33036273,82.04274895,87.87404439,57.27876665,82.10188209,62.49126912,66.33193581
YNL081C,135.9366831,142.136025,176.4605524,157.2696325,149.5919346,157.7709082,143.8501904,155.0719755,144.4406193,141.8233085,156.7872964,159.4940558,119.0316129,123.3636429,137.2945648,107.9017393,118.1562754,104.0937019,109.9403345,145.36205,117.2750639,113.1496958,105.5634068,113.5116206
YNL080C,359.8913035,377.1704368,373.2112259,379.6407498,367.5760064,379.8599686,323.6163685,341.9411746,419.5155581,363.5857738,362.14685,366.7631003,429.8881816,421.4024976,455.4450027,451.2047237,443.1155109,434.045785,430.9081367,404.6508549,409.3163,407.8644199,449.8774348,407.1822193
YNL079C,613.3467433,668.1925435,817.6010907,794.5303556,811.963242,724.1880388,700.7689934,672.59115,694.9571141,633.1392886,623.054785,610.5537683,600.6614977,640.0588009,626.8539337,564.429031,579.5322615,614.8433199,607.4748548,577.4957102,615.0519255,604.8850348,537.6370104,586.6590663
YNL074C,201.8041266,208.2970295,215.60206,233.416991,284.5446703,284.1066547,255.0082734,223.1822551,212.4497588,247.8504728,224.4494959,220.4433504,218.353957,219.1596187,204.8385319,211.3160371,210.3901827,204.8199521,207.3089183,214.1618655,244.3456207,216.2515514,207.6363599,211.151171
YNL069C,1154.421235,1125.807161,1188.627032,1207.408705,1244.621429,1140.311975,1052.353811,1019.185999,992.8341742,1000.900157,1073.041713,1086.990986,1190.398351,1196.156834,1096.980403,1089.252937,1182.613886,1209.207602,1070.171987,1101.030404,1094.735589,1120.46338,1060.319646,1094.862999
YNL068C,377.2443551,319.5774376,435.1302814,433.5327491,500.6465406,512.8863322,447.8632299,457.137912,406.0148874,427.964363,413.6701039,388.1590916,486.6864953,513.2748829,476.2889969,472.5346282,440.7772037,452.8421756,453.2109957,427.664911,445.4365585,461.0335006,415.7061326,436.149095
YNL064C,485.8113997,422.1381034,400.9409807,482.8119384,597.9549863,583.0107628,519.380311,521.6053778,506.3999,511.3702234,527.6087244,600.0559515,428.9597926,411.9071354,396.2443359,407.6804971,488.6589023,444.171139,392.0100428,377.7666358,421.2622107,408.3648631,322.469189,351.1169815
YNL062C,58.18519124,58.23754601,88.46142421,105.6360966,116.8670387,77.44017577,57.71708616,49.9619647,55.20082851,58.95139793,67.25611336,73.30394732,57.9759065,58.175019,65.30470179,53.36259199,72.23758014,59.33703486,59.86209121,53.12573231,71.2010027,51.31865756,60.78516567,60.70834705
YNL059C,148.3819607,178.9088278,151.8235093,144.5399617,194.449421,162.0758535,176.8246597,166.0223282,168.1668451,185.875032,141.7021572,167.7483371,108.2790021,103.9726405,109.1594988,119.4601018,132.2195176,122.735962,120.5549717,133.0509891,113.7135859,103.0306957,111.5011518,111.6664822
YNL058C,113.3031708,110.1536657,150.4234595,129.6592822,88.54983182,95.56967996,117.0314258,106.5066181,100.7864619,111.5121642,127.591437,122.4854756,116.9837563,131.3142229,126.6798447,91.04842716,122.8541679,134.6223323,105.4531068,138.6923174,123.7768198,104.482069,113.8591587,123.7301521
YNL055C,617.0249245,613.350842,578.5749492,640.2736345,563.8223033,630.2653656,656.7913017,611.8511546,624.0612078,683.6200132,612.8881299,632.0807228,770.2609718,788.974636,688.2321631,693.7349512,678.5568174,682.7383694,686.6893792,722.1366321,787.8084932,764.3894745,911.3387012,899.2061456
YNL050C,56.64391713,45.83729279,64.49100593,56.29447055,58.10146065,64.27108527,63.46629306,68.41017628,64.93630964,66.81633317,56.07888325,53.09200344,53.59976614,84.30005829,74.70558903,47.82566915,42.16491459,57.88107118,56.98538035,61.80461138,69.5696277,78.57728386,55.50510292,49.35196512
YNL049C,152.336166,172.5077711,157.1218181,150.7001096,147.8710323,152.1762557,158.1698077,169.0184834,151.4429709,151.6235515,148.6165998,168.0998541,122.272599,119.4971033,137.7001553,145.050598,126.4643027,129.8507272,145.0860126,114.5636571,154.5855732,139.7938334,131.2752275,142.2734436
